b_button_blood_type (1f171)
cl_button (1f191)
cool_button (1f192)
free_button (1f193)
id_button (1f194)
circled_m (24c2)
new_button (1f195)
ng_button (1f196)
o_button_blood_type (1f17e)
ok_button (1f197)
p_button (1f17f)
sos_button (1f198)
up_button (1f199)
vs_button (1f19a)
japanese_here_button (1f201)
japanese_service_charge_button (1f202)
japanese_monthly_amount_button (1f237)
japanese_not_free_of_charge_button (1f236)
japanese_reserved_button (1f22f)
japanese_bargain_button (1f250)
japanese_discount_button (1f239)
japanese_free_of_charge_button (1f21a)
japanese_prohibited_button (1f232)
japanese_acceptable_button (1f251)
japanese_application_button (1f238)
japanese_passing_grade_button (1f234)
japanese_vacancy_button (1f233)
japanese_open_for_business_button (1f23a)
japanese_no_vacancy_button (1f235)/////////////
red_circle (1f534)
orange_circle (1f7e0)
yellow_circle (1f7e1)
green_circle (1f7e2)
blue_circle (1f535)
purple_circle (1f7e3)
brown_circle (1f7e4)
black_circle (26ab)
white_circle (26aa)
red_square (1f7e5)
orange_square (1f7e7)
yellow_square (1f7e8)
green_square (1f7e9)
blue_square (1f7e6)
purple_square (1f7ea)
brown_square (1f7eb)
black_large_square (2b1b)
white_large_square (2b1c)
black_medium_square (25fc)
white_medium_square (25fb)
black_mediumsmall_square (25fe)
white_mediumsmall_square (25fd)
black_small_square (25aa)
white_small_square (25ab)
large_orange_diamond (1f536)
large_blue_diamond (1f537)
small_orange_diamond (1f538)
small_blue_diamond (1f539)
red_triangle_pointed_up (1f53a)
red_triangle_pointed_down (1f53b)
diamond_with_a_dot (1f4a0)
radio_button (1f518)
white_square_button (1f533)
black_square_button (1f532)
